course_id,course_name,instructor_or_pi,question_id,topic,phase,question,option_A,option_B,option_C,option_D,answer,difficulty,discrimination,student_id,group,score
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q051,Regression Models,pre,What is the key role of regression models in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.43,0.55,S1050,C,72.21
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q051,Regression Models,post,What is the key role of regression models in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.52,0.81,S1050,C,95.39
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q052,Classification,pre,What is the key role of classification in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.71,0.9,S1051,D,55.65
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q052,Classification,post,What is the key role of classification in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.3,0.77,S1051,D,67.92
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q053,Neural Networks,pre,What is the key role of neural networks in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.81,0.63,S1052,A,60.3
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q053,Neural Networks,post,What is the key role of neural networks in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.69,0.87,S1052,A,75.03
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q054,Data Cleaning,pre,What is the key role of data cleaning in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.46,0.78,S1053,B,47.14
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q054,Data Cleaning,post,What is the key role of data cleaning in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.66,0.71,S1053,B,54.3
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q055,Feature Engineering,pre,What is the key role of feature engineering in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.49,0.58,S1054,C,60.43
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q055,Feature Engineering,post,What is the key role of feature engineering in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.89,0.93,S1054,C,74.69
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q056,AI Ethics,pre,What is the key role of ai ethics in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.77,0.51,S1055,D,80.14
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q056,AI Ethics,post,What is the key role of ai ethics in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.45,0.52,S1055,D,64.01
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q057,Blockchain Concepts,pre,What is the key role of blockchain concepts in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.77,0.65,S1056,A,62.75
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q057,Blockchain Concepts,post,What is the key role of blockchain concepts in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.51,0.77,S1056,A,53.93
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q058,Smart Contracts,pre,What is the key role of smart contracts in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.48,0.78,S1057,B,86.95
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q058,Smart Contracts,post,What is the key role of smart contracts in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.26,0.69,S1057,B,75.19
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q059,Data Visualization,pre,What is the key role of data visualization in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.85,0.92,S1058,C,64.93
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q059,Data Visualization,post,What is the key role of data visualization in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.89,0.89,S1058,C,67.07
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q060,Deep Learning,pre,What is the key role of deep learning in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.83,0.83,S1059,D,66.58
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q060,Deep Learning,post,What is the key role of deep learning in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.41,0.59,S1059,D,95.74
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q061,Text Mining,pre,What is the key role of text mining in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.3,0.73,S1060,A,80.99
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q061,Text Mining,post,What is the key role of text mining in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.6,0.89,S1060,A,69.76
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q062,Financial Modeling,pre,What is the key role of financial modeling in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.55,0.56,S1061,B,66.74
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q062,Financial Modeling,post,What is the key role of financial modeling in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.76,0.64,S1061,B,67.21
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q063,Data Governance,pre,What is the key role of data governance in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.67,0.75,S1062,C,72.72
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q063,Data Governance,post,What is the key role of data governance in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.81,0.58,S1062,C,55.44
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q064,Reinforcement Learning,pre,What is the key role of reinforcement learning in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.51,0.55,S1063,D,74.2
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q064,Reinforcement Learning,post,What is the key role of reinforcement learning in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.66,0.61,S1063,D,73.38
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q065,Data Structures,pre,What is the key role of data structures in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.35,0.84,S1064,A,58.6
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q065,Data Structures,post,What is the key role of data structures in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.66,0.54,S1064,A,74.14
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q066,Machine Learning,pre,What is the key role of machine learning in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.5,0.82,S1065,B,77.97
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q066,Machine Learning,post,What is the key role of machine learning in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.31,0.92,S1065,B,77.07
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q067,Regression Models,pre,What is the key role of regression models in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.83,0.84,S1066,C,54.11
