student_id,instrument,week,item_code,response,reflection_text,ai_response,instrument,item_code,subscale,response,week
S1146,NASA_TLX,5,Q10,5.02,I felt confident during the activity because I planned my steps carefully.,Try elaborating more on what worked and what didn’t.,MSLQ,MSLQ_CognitiveStrategy_1,CognitiveStrategy,5,3
S1147,NASA_TLX,11,Q4,1.81,AI feedback helped me correct my errors quickly and reflect on my reasoning.,You can add more detail about how you planned or revised your approach.,MSLQ,MSLQ_SelfRegulation_5,SelfRegulation,6,5
S1148,MSLQ,10,Q3,4.85,The task was challenging but helped me learn new strategies.,Good reflection. You identified specific strategies and challenges.,SelfEfficacy,SelfEfficacy_Confidence_7,Confidence,7,5
S1149,MSLQ,1,Q6,4.98,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Try elaborating more on what worked and what didn’t.,MSLQ,MSLQ_CognitiveStrategy_1,CognitiveStrategy,1,2
S1150,SelfEfficacy,6,Q3,5.32,The task was challenging but helped me learn new strategies.,Excellent metacognitive awareness in this response.,SelfEfficacy,SelfEfficacy_Effort_4,Effort,5,2
S1151,MSLQ,6,Q9,4.09,I felt confident during the activity because I planned my steps carefully.,Try elaborating more on what worked and what didn’t.,MSLQ,MSLQ_SelfRegulation_9,SelfRegulation,2,3
S1152,NASA_TLX,4,Q9,4.92,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Consider connecting your reasoning steps to outcomes.,SelfEfficacy,SelfEfficacy_Persistence_7,Persistence,2,5
S1153,NASA_TLX,8,Q1,3.84,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Excellent metacognitive awareness in this response.,MSLQ,MSLQ_Motivation_3,Motivation,6,5
S1154,MSLQ,4,Q10,2.81,I felt confident during the activity because I planned my steps carefully.,Consider connecting your reasoning steps to outcomes.,NASA_TLX,NASA_TLX_TD_8,TLX,1,2
S1155,NASA_TLX,8,Q6,5.53,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Excellent metacognitive awareness in this response.,NASA_TLX,NASA_TLX_P_4,TLX,6,1
S1156,NASA_TLX,8,Q8,3.9,The task was challenging but helped me learn new strategies.,You can add more detail about how you planned or revised your approach.,MSLQ,MSLQ_SelfRegulation_8,SelfRegulation,6,4
S1157,MSLQ,5,Q1,2.59,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Try elaborating more on what worked and what didn’t.,NASA_TLX,NASA_TLX_FR_3,TLX,7,2
S1158,MSLQ,4,Q2,3.53,I struggled to focus and need to improve my time management.,Good reflection. You identified specific strategies and challenges.,NASA_TLX,NASA_TLX_E_6,TLX,5,1
S1159,NASA_TLX,12,Q6,3.57,I didn’t fully understand the instructions and relied on peers for clarification.,Excellent metacognitive awareness in this response.,SelfEfficacy,SelfEfficacy_Persistence_4,Persistence,7,1
S1160,NASA_TLX,2,Q5,4.46,The task was challenging but helped me learn new strategies.,Excellent metacognitive awareness in this response.,SelfEfficacy,SelfEfficacy_Confidence_3,Confidence,1,3
S1161,NASA_TLX,11,Q4,6.35,I struggled to focus and need to improve my time management.,Consider connecting your reasoning steps to outcomes.,NASA_TLX,NASA_TLX_P_8,TLX,7,2
S1162,SelfEfficacy,3,Q1,4.52,I felt confident during the activity because I planned my steps carefully.,You can add more detail about how you planned or revised your approach.,NASA_TLX,NASA_TLX_FR_2,TLX,2,3
S1163,SelfEfficacy,3,Q4,4.21,The task was challenging but helped me learn new strategies.,Consider connecting your reasoning steps to outcomes.,NASA_TLX,NASA_TLX_E_1,TLX,3,2
S1164,SelfEfficacy,4,Q10,6.46,I didn’t fully understand the instructions and relied on peers for clarification.,Consider connecting your reasoning steps to outcomes.,NASA_TLX,NASA_TLX_E_4,TLX,1,4
S1165,MSLQ,4,Q2,4.98,I didn’t fully understand the instructions and relied on peers for clarification.,You can add more detail about how you planned or revised your approach.,SelfEfficacy,SelfEfficacy_Persistence_7,Persistence,3,4
S1166,SelfEfficacy,10,Q2,4.25,I felt confident during the activity because I planned my steps carefully.,Good reflection. You identified specific strategies and challenges.,MSLQ,MSLQ_CognitiveStrategy_8,CognitiveStrategy,6,3
S1167,MSLQ,11,Q8,3.52,I felt confident during the activity because I planned my steps carefully.,Consider connecting your reasoning steps to outcomes.,MSLQ,MSLQ_CognitiveStrategy_9,CognitiveStrategy,2,1
S1168,MSLQ,11,Q2,4.32,The task was challenging but helped me learn new strategies.,Consider connecting your reasoning steps to outcomes.,NASA_TLX,NASA_TLX_P_3,TLX,6,3
S1169,SelfEfficacy,5,Q9,3.93,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Excellent metacognitive awareness in this response.,MSLQ,MSLQ_SelfRegulation_4,SelfRegulation,5,4
S1170,SelfEfficacy,4,Q3,4.09,I felt confident during the activity because I planned my steps carefully.,You can add more detail about how you planned or revised your approach.,MSLQ,MSLQ_CognitiveStrategy_2,CognitiveStrategy,5,2
S1171,SelfEfficacy,11,Q3,5.31,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Try elaborating more on what worked and what didn’t.,MSLQ,MSLQ_Motivation_6,Motivation,7,2
S1172,NASA_TLX,10,Q8,3.46,I struggled to focus and need to improve my time management.,Good reflection. You identified specific strategies and challenges.,SelfEfficacy,SelfEfficacy_Confidence_9,Confidence,4,3
S1173,SelfEfficacy,8,Q9,4.51,I didn’t fully understand the instructions and relied on peers for clarification.,Good reflection. You identified specific strategies and challenges.,SelfEfficacy,SelfEfficacy_Effort_7,Effort,3,2
S1174,NASA_TLX,6,Q3,4.95,AI feedback helped me correct my errors quickly and reflect on my reasoning.,You can add more detail about how you planned or revised your approach.,SelfEfficacy,SelfEfficacy_Effort_6,Effort,7,3
S1175,MSLQ,6,Q5,3.34,I didn’t fully understand the instructions and relied on peers for clarification.,Excellent metacognitive awareness in this response.,NASA_TLX,NASA_TLX_MD_4,TLX,4,2
S1176,NASA_TLX,8,Q9,3.18,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Excellent metacognitive awareness in this response.,SelfEfficacy,SelfEfficacy_Persistence_9,Persistence,5,2
S1177,SelfEfficacy,7,Q10,3.85,I struggled to focus and need to improve my time management.,You can add more detail about how you planned or revised your approach.,MSLQ,MSLQ_Motivation_5,Motivation,3,4
S1178,MSLQ,10,Q7,3.54,I felt confident during the activity because I planned my steps carefully.,Excellent metacognitive awareness in this response.,SelfEfficacy,SelfEfficacy_Persistence_2,Persistence,2,3
S1179,MSLQ,11,Q4,5.15,I struggled to focus and need to improve my time management.,Good reflection. You identified specific strategies and challenges.,NASA_TLX,NASA_TLX_MD_4,TLX,2,3
S1180,MSLQ,12,Q9,3,I felt confident during the activity because I planned my steps carefully.,Good reflection. You identified specific strategies and challenges.,SelfEfficacy,SelfEfficacy_Confidence_1,Confidence,2,4
S1181,NASA_TLX,10,Q4,4.07,I felt confident during the activity because I planned my steps carefully.,Try elaborating more on what worked and what didn’t.,MSLQ,MSLQ_CognitiveStrategy_2,CognitiveStrategy,2,2
S1182,SelfEfficacy,8,Q5,6.55,I didn’t fully understand the instructions and relied on peers for clarification.,You can add more detail about how you planned or revised your approach.,NASA_TLX,NASA_TLX_P_1,TLX,6,1
S1183,MSLQ,2,Q7,4.41,I struggled to focus and need to improve my time management.,Consider connecting your reasoning steps to outcomes.,SelfEfficacy,SelfEfficacy_Confidence_5,Confidence,1,5
S1184,MSLQ,9,Q6,4.58,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Consider connecting your reasoning steps to outcomes.,NASA_TLX,NASA_TLX_FR_6,TLX,5,1
S1185,MSLQ,1,Q8,5.16,I struggled to focus and need to improve my time management.,Try elaborating more on what worked and what didn’t.,NASA_TLX,NASA_TLX_FR_4,TLX,7,3
S1186,NASA_TLX,8,Q9,3.54,I didn’t fully understand the instructions and relied on peers for clarification.,Try elaborating more on what worked and what didn’t.,MSLQ,MSLQ_CognitiveStrategy_4,CognitiveStrategy,6,2
S1187,NASA_TLX,12,Q8,2.92,I felt confident during the activity because I planned my steps carefully.,Excellent metacognitive awareness in this response.,NASA_TLX,NASA_TLX_FR_9,TLX,3,2
S1188,SelfEfficacy,11,Q2,4.18,I didn’t fully understand the instructions and relied on peers for clarification.,Try elaborating more on what worked and what didn’t.,MSLQ,MSLQ_SelfRegulation_7,SelfRegulation,1,1
S1189,NASA_TLX,12,Q4,4.27,The task was challenging but helped me learn new strategies.,Try elaborating more on what worked and what didn’t.,MSLQ,MSLQ_CognitiveStrategy_5,CognitiveStrategy,6,5
S1190,MSLQ,12,Q4,2.38,The task was challenging but helped me learn new strategies.,Consider connecting your reasoning steps to outcomes.,SelfEfficacy,SelfEfficacy_Effort_3,Effort,1,3
S1191,SelfEfficacy,4,Q2,4.38,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Excellent metacognitive awareness in this response.,NASA_TLX,NASA_TLX_TD_9,TLX,5,2
S1192,MSLQ,4,Q6,5.07,I didn’t fully understand the instructions and relied on peers for clarification.,Try elaborating more on what worked and what didn’t.,NASA_TLX,NASA_TLX_TD_3,TLX,5,4
S1193,MSLQ,5,Q1,3.09,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Try elaborating more on what worked and what didn’t.,NASA_TLX,NASA_TLX_P_3,TLX,2,1
S1194,NASA_TLX,8,Q10,4.44,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Excellent metacognitive awareness in this response.,SelfEfficacy,SelfEfficacy_Effort_9,Effort,6,3
S1195,SelfEfficacy,5,Q9,4.89,The task was challenging but helped me learn new strategies.,You can add more detail about how you planned or revised your approach.,MSLQ,MSLQ_Motivation_5,Motivation,2,3
S1196,NASA_TLX,8,Q4,4.59,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Excellent metacognitive awareness in this response.,NASA_TLX,NASA_TLX_FR_7,TLX,2,3
S1197,NASA_TLX,10,Q10,4.68,The task was challenging but helped me learn new strategies.,Consider connecting your reasoning steps to outcomes.,MSLQ,MSLQ_Motivation_6,Motivation,6,1
S1198,SelfEfficacy,1,Q4,3.76,I felt confident during the activity because I planned my steps carefully.,You can add more detail about how you planned or revised your approach.,NASA_TLX,NASA_TLX_P_6,TLX,7,5
S1199,MSLQ,12,Q1,2.87,I didn’t fully understand the instructions and relied on peers for clarification.,Good reflection. You identified specific strategies and challenges.,SelfEfficacy,SelfEfficacy_Confidence_3,Confidence,2,2
S1200,MSLQ,10,Q2,3.55,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Excellent metacognitive awareness in this response.,NASA_TLX,NASA_TLX_FR_3,TLX,7,4
S1201,SelfEfficacy,9,Q1,3.41,The task was challenging but helped me learn new strategies.,Consider connecting your reasoning steps to outcomes.,SelfEfficacy,SelfEfficacy_Confidence_3,Confidence,7,4
S1202,MSLQ,6,Q4,3.92,I struggled to focus and need to improve my time management.,You can add more detail about how you planned or revised your approach.,NASA_TLX,NASA_TLX_PD_2,TLX,6,2
S1203,SelfEfficacy,3,Q2,5.09,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Excellent metacognitive awareness in this response.,SelfEfficacy,SelfEfficacy_Persistence_8,Persistence,1,1
S1204,SelfEfficacy,8,Q1,2.69,I felt confident during the activity because I planned my steps carefully.,Try elaborating more on what worked and what didn’t.,NASA_TLX,NASA_TLX_MD_3,TLX,3,2
S1205,NASA_TLX,9,Q6,4.14,I felt confident during the activity because I planned my steps carefully.,Excellent metacognitive awareness in this response.,MSLQ,MSLQ_Motivation_6,Motivation,5,5
S1206,SelfEfficacy,6,Q2,2.94,I struggled to focus and need to improve my time management.,Good reflection. You identified specific strategies and challenges.,SelfEfficacy,SelfEfficacy_Confidence_8,Confidence,7,5
S1207,NASA_TLX,11,Q9,3.26,The task was challenging but helped me learn new strategies.,Excellent metacognitive awareness in this response.,SelfEfficacy,SelfEfficacy_Persistence_8,Persistence,6,5
S1208,MSLQ,7,Q4,4.56,AI feedback helped me correct my errors quickly and reflect on my reasoning.,You can add more detail about how you planned or revised your approach.,MSLQ,MSLQ_CognitiveStrategy_4,CognitiveStrategy,3,2
S1209,MSLQ,1,Q5,2.81,The task was challenging but helped me learn new strategies.,You can add more detail about how you planned or revised your approach.,SelfEfficacy,SelfEfficacy_Effort_5,Effort,2,4
S1210,MSLQ,5,Q8,4.73,I felt confident during the activity because I planned my steps carefully.,Excellent metacognitive awareness in this response.,MSLQ,MSLQ_SelfRegulation_9,SelfRegulation,7,1
S1211,MSLQ,5,Q4,2.65,The task was challenging but helped me learn new strategies.,You can add more detail about how you planned or revised your approach.,SelfEfficacy,SelfEfficacy_Persistence_7,Persistence,2,4
S1212,NASA_TLX,10,Q9,4.67,I felt confident during the activity because I planned my steps carefully.,Try elaborating more on what worked and what didn’t.,SelfEfficacy,SelfEfficacy_Confidence_8,Confidence,3,3
S1213,MSLQ,4,Q3,2.45,The task was challenging but helped me learn new strategies.,Excellent metacognitive awareness in this response.,NASA_TLX,NASA_TLX_E_9,TLX,7,4
S1214,SelfEfficacy,6,Q10,3.38,I struggled to focus and need to improve my time management.,Try elaborating more on what worked and what didn’t.,SelfEfficacy,SelfEfficacy_Confidence_8,Confidence,4,4
S1215,SelfEfficacy,7,Q10,5.9,I didn’t fully understand the instructions and relied on peers for clarification.,Try elaborating more on what worked and what didn’t.,MSLQ,MSLQ_CognitiveStrategy_2,CognitiveStrategy,2,5
S1216,SelfEfficacy,9,Q8,5.71,I struggled to focus and need to improve my time management.,Consider connecting your reasoning steps to outcomes.,MSLQ,MSLQ_Motivation_6,Motivation,1,3
S1217,NASA_TLX,1,Q4,3.59,I struggled to focus and need to improve my time management.,Excellent metacognitive awareness in this response.,MSLQ,MSLQ_Motivation_1,Motivation,4,2
S1218,MSLQ,6,Q8,4.39,I didn’t fully understand the instructions and relied on peers for clarification.,You can add more detail about how you planned or revised your approach.,NASA_TLX,NASA_TLX_TD_6,TLX,7,3
S1219,MSLQ,7,Q7,5.2,I didn’t fully understand the instructions and relied on peers for clarification.,Try elaborating more on what worked and what didn’t.,SelfEfficacy,SelfEfficacy_Confidence_9,Confidence,4,1
S1220,MSLQ,3,Q4,4.68,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Consider connecting your reasoning steps to outcomes.,MSLQ,MSLQ_SelfRegulation_5,SelfRegulation,5,1
S1221,NASA_TLX,8,Q2,3.73,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Excellent metacognitive awareness in this response.,NASA_TLX,NASA_TLX_FR_4,TLX,2,3
S1222,SelfEfficacy,5,Q2,3.25,I struggled to focus and need to improve my time management.,Excellent metacognitive awareness in this response.,SelfEfficacy,SelfEfficacy_Confidence_1,Confidence,6,5
S1223,SelfEfficacy,9,Q7,4.87,I struggled to focus and need to improve my time management.,Good reflection. You identified specific strategies and challenges.,MSLQ,MSLQ_SelfRegulation_9,SelfRegulation,6,3
