event_id,timestamp,user_id,session_id,sequence_index,event_type,activity_name,page,course_id,course_name,exercise_id,resource_id,reflection_id,device,browser,os,network_type,referrer,latency_ms,error_code,success_flag,dwell_time_sec,session_duration_sec,inactivity_seconds,tab_switch_count
evt_f4a89ca5fd5b40c3,2025-09-29T21:49:17+08:00,S1848,sess_983c398b443e,2,open_course,Open Course,/course/overview,BSDS3004,AI and Society,,,,Laptop,Safari,Windows,wifi,lms,162,ERR_VALIDATION,0,45.0,499.6,87,1
evt_fe351ba03b064748,2025-09-29T21:25:43+08:00,S1749,sess_3babd4b624f7,36,submit_solution,Submit Solution,/exercise/submit,BSDS3001,Data Analytics Foundations,EX530,,,Laptop,Chrome,Windows,wifi,direct,122,ERR_TIMEOUT,0,19.61,458.8,65,0
evt_de7fea8ec9dc49ce,2025-10-04T06:52:38+08:00,S1646,sess_06e411c62bb8,31,end_session,End Session,/dashboard,BSDS3004,AI and Society,,,,Laptop,Chrome,Windows,ethernet,direct,110,,0,18.17,102.4,84,1
evt_88ee39770f7c46a7,2025-10-07T01:20:53+08:00,S1768,sess_551e09c66703,2,end_session,End Session,/dashboard,BSDS3002,Machine Learning Applications,,,,Tablet,Chrome,macOS,wifi,direct,157,ERR_500,0,25.18,295.5,108,0
evt_8ebd15f9ccf34ddb,2025-10-07T01:16:31+08:00,S1305,sess_de11dcbe771d,11,end_session,End Session,/dashboard,BSDS3003,Blockchain and FinTech Systems,,,,Tablet,Chrome,Windows,wifi,internal_link,40,,0,10.17,1341.8,111,0
evt_e24ab5680b2a47ee,2025-10-04T17:43:54+08:00,S1758,sess_15707cf9a12e,11,submit_solution,Submit Solution,/exercise/submit,BSDS3004,AI and Society,EX697,,,Laptop,Safari,Android,wifi,lms,83,,0,9.52,959.8,80,0
evt_15dcc798fafe48e7,2025-10-04T22:09:30+08:00,S1457,sess_c64decc9fbc0,5,open_resource,Open Resource,/resources/article,BSDS3002,Machine Learning Applications,,RES331,,Laptop,Chrome,macOS,wifi,lms,175,,0,27.45,585.6,76,1
evt_55a2f780b6cf4635,2025-09-26T23:54:21+08:00,S1325,sess_2162c93f5228,10,submit_solution,Submit Solution,/exercise/submit,BSDS3001,Data Analytics Foundations,EX455,,,Mobile,Safari,Windows,wifi,lms,179,,0,16.7,1009.7,108,1
evt_998ccf90e9114e85,2025-10-02T19:35:03+08:00,S1412,sess_344269d5c27d,32,view_analytics,View Analytics,/analytics/progress,BSDS3001,Data Analytics Foundations,,,,Mobile,Safari,macOS,5g,direct,198,ERR_TIMEOUT,0,1.07,252.0,61,1
evt_7ebcee79b3bd488d,2025-10-05T23:51:47+08:00,S1224,sess_91bf52d081d5,34,view_analytics,View Analytics,/analytics/progress,BSDS3002,Machine Learning Applications,,,,Laptop,Firefox,macOS,ethernet,direct,197,ERR_500,0,29.0,1148.0,75,1
evt_20ba38a9c15f46df,2025-09-25T02:54:22+08:00,S1037,sess_a363100340fb,16,submit_solution,Submit Solution,/exercise/submit,BSDS3001,Data Analytics Foundations,EX478,,,Desktop,Firefox,Windows,5g,direct,204,ERR_VALIDATION,0,0.28,1201.5,14,0
evt_842178aea486417e,2025-09-25T17:25:12+08:00,S1451,sess_df7a9a1986c0,22,open_course,Open Course,/course/overview,BSDS3002,Machine Learning Applications,,,,Tablet,Safari,Windows,4g,direct,216,,0,10.16,2069.9,11,0
evt_7590cdbb0851425f,2025-10-07T03:35:44+08:00,S1220,sess_89c6b49ce965,28,end_session,End Session,/dashboard,BSDS3003,Blockchain and FinTech Systems,,,,Mobile,Chrome,Windows,wifi,direct,184,ERR_VALIDATION,0,24.69,1172.6,88,1
evt_bd1ce59ae1a342bc,2025-09-30T20:33:40+08:00,S1847,sess_6369476c4864,22,end_session,End Session,/dashboard,BSDS3002,Machine Learning Applications,,,,Laptop,Firefox,Windows,4g,direct,116,,0,24.11,884.7,110,1
evt_df003f0e8b6e4d59,2025-09-28T23:00:47+08:00,S1686,sess_2a957972e5db,16,view_hint,View Hint,/exercise/hints,BSDS3003,Blockchain and FinTech Systems,,,,Desktop,Chrome,Windows,wifi,direct,148,,0,27.26,873.5,115,3
evt_4f1ff836188d4abb,2025-10-02T04:48:03+08:00,S1891,sess_13339685272f,18,start_exercise,Start Exercise,/exercise,BSDS3003,Blockchain and FinTech Systems,EX836,,,Laptop,Firefox,macOS,4g,direct,244,,0,39.3,1105.7,235,1
evt_d1b2ca4427334729,2025-10-06T05:54:45+08:00,S1431,sess_04bab878bcc9,37,open_course,Open Course,/course/overview,BSDS3001,Data Analytics Foundations,,,,Tablet,Safari,macOS,wifi,direct,163,,0,5.17,825.6,41,0
evt_5ff4225c36934fa8,2025-10-04T20:33:28+08:00,S1422,sess_522cfe098066,3,view_analytics,View Analytics,/analytics/progress,BSDS3003,Blockchain and FinTech Systems,,,,Laptop,Chrome,macOS,wifi,direct,106,,0,3.34,1180.0,109,1
evt_9bb17e5c09f44f6b,2025-10-04T05:24:55+08:00,S1169,sess_1dd1a725c8c9,39,view_analytics,View Analytics,/analytics/progress,BSDS3002,Machine Learning Applications,,,,Tablet,Chrome,macOS,5g,internal_link,156,ERR_500,0,12.38,570.5,19,1
evt_c1dc847a001b4d45,2025-09-27T00:54:57+08:00,S1077,sess_69c919bd10a4,21,start_session,Start Session,/dashboard,BSDS3003,Blockchain and FinTech Systems,,,,Laptop,Firefox,Windows,4g,lms,213,,0,16.36,1827.8,117,0
evt_fe144580e6ff43a6,2025-09-25T16:59:45+08:00,S1847,sess_6369476c4864,39,submit_solution,Submit Solution,/exercise/submit,BSDS3001,Data Analytics Foundations,EX833,,,Desktop,Chrome,Windows,wifi,lms,167,ERR_TIMEOUT,0,2.64,1094.7,7,1
evt_6f8758191601462d,2025-10-06T17:02:09+08:00,S1551,sess_760ae37a3def,24,view_hint,View Hint,/exercise/hints,BSDS3003,Blockchain and FinTech Systems,,,,Tablet,Firefox,macOS,4g,search,270,,0,30.9,1051.4,27,4
evt_7a786cbf576f48e4,2025-10-06T04:48:48+08:00,S1141,sess_b42b2cbd495b,25,end_session,End Session,/dashboard,BSDS3002,Machine Learning Applications,,,,Tablet,Safari,iOS,ethernet,lms,298,,0,13.2,54.0,62,0
evt_bdc554f72a4e4a1b,2025-10-02T19:17:03+08:00,S1226,sess_d1a389693792,29,submit_solution,Submit Solution,/exercise/submit,BSDS3004,AI and Society,EX986,,,Laptop,Firefox,macOS,wifi,direct,270,,1,22.28,599.5,97,0
evt_afdf294a4357453f,2025-09-26T06:56:13+08:00,S1754,sess_6d788a857a4d,31,edit_solution,Edit Solution,/exercise/edit,BSDS3004,AI and Society,EX123,,,Mobile,Chrome,macOS,4g,direct,133,,0,23.23,433.2,502,1
evt_bc3e29a6718e46cf,2025-09-27T19:18:52+08:00,S1526,sess_31aeb0e1b044,16,open_resource,Open Resource,/resources/article,BSDS3002,Machine Learning Applications,,RES721,,Desktop,Firefox,Windows,ethernet,direct,69,,0,27.95,987.2,61,0
evt_737754b4e86f4eaa,2025-10-06T18:26:25+08:00,S1299,sess_2c4cad8101a6,29,edit_solution,Edit Solution,/exercise/edit,BSDS3001,Data Analytics Foundations,EX519,,,Laptop,Chrome,macOS,wifi,lms,193,,0,8.36,890.0,527,0
evt_3dd41a550cd245a1,2025-10-08T19:25:52+08:00,S1771,sess_d4825059e947,8,view_hint,View Hint,/exercise/hints,BSDS3002,Machine Learning Applications,,,,Laptop,Firefox,Windows,ethernet,direct,304,,0,8.13,706.7,27,2
evt_8ff331f5872f4e8b,2025-09-27T01:18:05+08:00,S1327,sess_1c6c5d4afeb8,19,end_session,End Session,/dashboard,BSDS3002,Machine Learning Applications,,,,Mobile,Safari,Windows,wifi,direct,161,ERR_TIMEOUT,0,5.22,1689.5,59,0
evt_f456b916afd04cba,2025-09-27T17:35:18+08:00,S1460,sess_6ffbb1d52cdd,17,start_session,Start Session,/dashboard,BSDS3001,Data Analytics Foundations,,,,Desktop,Safari,Windows,wifi,direct,149,ERR_500,0,16.44,361.7,52,0
evt_88b1afe5867447bd,2025-09-30T02:25:41+08:00,S1136,sess_6749b2d34057,20,start_session,Start Session,/dashboard,BSDS3002,Machine Learning Applications,,,,Laptop,Safari,Windows,wifi,direct,202,ERR_VALIDATION,0,21.92,1336.9,52,0
evt_7d898cd118144dcf,2025-09-28T04:44:41+08:00,S1630,sess_781e9cebf978,4,open_course,Open Course,/course/overview,BSDS3004,AI and Society,,,,Desktop,Chrome,Windows,ethernet,direct,143,ERR_VALIDATION,0,24.57,150.8,49,0
evt_71b8da3832ab43a6,2025-09-28T00:19:43+08:00,S1558,sess_014d13d33bcc,23,write_reflection,Write Reflection,/reflection,BSDS3003,Blockchain and FinTech Systems,,,RF449,Tablet,Chrome,macOS,wifi,direct,40,,0,19.3,376.2,18,1
evt_1161256df62743fb,2025-10-05T19:30:08+08:00,S1890,sess_a83247d2a600,20,submit_solution,Submit Solution,/exercise/submit,BSDS3001,Data Analytics Foundations,EX693,,,Laptop,Safari,macOS,ethernet,direct,280,,0,29.11,1147.7,47,0
evt_3b72e4d306714c05,2025-10-08T21:13:33+08:00,S1141,sess_eb7d7c29193c,31,edit_solution,Edit Solution,/exercise/edit,BSDS3001,Data Analytics Foundations,EX875,,,Tablet,Safari,Linux,wifi,lms,272,,0,17.9,1291.9,582,1
evt_44e22ee1948d4064,2025-09-29T17:44:14+08:00,S1691,sess_a28d81f4e371,18,write_reflection,Write Reflection,/reflection,BSDS3003,Blockchain and FinTech Systems,,,RF140,Laptop,Safari,Windows,wifi,internal_link,159,,0,0.63,1018.2,107,0
evt_35198e2796294ac1,2025-10-07T22:41:39+08:00,S1312,sess_4eba4b1321c9,21,end_session,End Session,/dashboard,BSDS3004,AI and Society,,,,Tablet,Chrome,Windows,wifi,search,189,,0,24.05,1174.5,51,1
evt_c2040902603e4bf9,2025-10-07T21:27:40+08:00,S1367,sess_d851a22c86b0,35,start_session,Start Session,/dashboard,BSDS3004,AI and Society,,,,Laptop,Safari,iOS,4g,direct,349,ERR_500,0,0.39,1130.5,0,0
evt_f9a990db952d4987,2025-10-02T22:51:34+08:00,S1155,sess_f056a3ba76b9,1,start_exercise,Start Exercise,/exercise,BSDS3003,Blockchain and FinTech Systems,EX186,,,Tablet,Edge,macOS,wifi,direct,293,ERR_500,0,35.57,546.9,525,4
evt_ae368c33866647d2,2025-10-05T19:41:18+08:00,S1047,sess_47ec60886918,24,start_session,Start Session,/dashboard,BSDS3003,Blockchain and FinTech Systems,,,,Desktop,Chrome,Windows,5g,search,223,,0,36.53,1319.9,98,1
evt_7eb98fad42e54495,2025-09-24T20:39:34+08:00,S1680,sess_04d96b10527f,38,view_analytics,View Analytics,/analytics/progress,BSDS3004,AI and Society,,,,Laptop,Firefox,macOS,ethernet,search,235,,0,34.83,1180.2,11,1
evt_e1ee31d30e0f489d,2025-09-27T22:16:22+08:00,S1410,sess_4db7edd8d2d8,21,view_analytics,View Analytics,/analytics/progress,BSDS3002,Machine Learning Applications,,,,Desktop,Edge,Windows,ethernet,direct,174,ERR_500,0,28.62,1364.2,48,0
evt_ce0d34675c6d4982,2025-10-06T18:00:00+08:00,S1793,sess_1453927448d9,3,submit_solution,Submit Solution,/exercise/submit,BSDS3002,Machine Learning Applications,EX999,,,Desktop,Safari,Windows,5g,direct,156,,1,29.49,1619.9,65,1
evt_00ada11b2015446d,2025-10-03T19:27:41+08:00,S1893,sess_a876aa91b226,30,open_course,Open Course,/course/overview,BSDS3002,Machine Learning Applications,,,,Laptop,Safari,Windows,ethernet,email,68,,0,39.43,529.4,89,0
evt_5bc3e4837e254e6c,2025-10-04T20:38:00+08:00,S1069,sess_dfe046bf5811,12,start_exercise,Start Exercise,/exercise,BSDS3001,Data Analytics Foundations,EX940,,,Laptop,Edge,macOS,4g,internal_link,116,,0,20.25,972.3,485,3
evt_eb841b566432445c,2025-10-06T22:10:42+08:00,S1669,sess_cb119e253989,6,edit_solution,Edit Solution,/exercise/edit,BSDS3004,AI and Society,EX972,,,Tablet,Chrome,Windows,wifi,lms,173,,0,9.28,1508.6,402,2
evt_5d8c330faa134794,2025-09-25T16:37:01+08:00,S1140,sess_e23c759c7e07,37,edit_solution,Edit Solution,/exercise/edit,BSDS3001,Data Analytics Foundations,EX486,,,Laptop,Safari,Windows,wifi,search,102,ERR_TIMEOUT,0,17.46,1396.6,21,0
evt_5211ba23448b441f,2025-09-27T20:35:56+08:00,S1015,sess_c7066d58ae79,22,submit_solution,Submit Solution,/exercise/submit,BSDS3002,Machine Learning Applications,EX107,,,Mobile,Safari,iOS,ethernet,lms,266,ERR_500,0,29.77,650.0,59,1
evt_faed76f6be854c59,2025-09-27T02:11:32+08:00,S1162,sess_6ac4bb0889c9,7,view_analytics,View Analytics,/analytics/progress,BSDS3004,AI and Society,,,,Laptop,Safari,macOS,5g,direct,231,ERR_VALIDATION,0,22.26,932.3,97,1
evt_ab6abf76c940462c,2025-09-29T06:00:20+08:00,S1357,sess_258ce1134647,16,view_analytics,View Analytics,/analytics/progress,BSDS3002,Machine Learning Applications,,,,Laptop,Edge,macOS,4g,direct,216,,0,30.97,1649.4,110,0
evt_39b98b0ccacc4c12,2025-10-04T01:52:44+08:00,S1417,sess_171906d7158d,13,start_exercise,Start Exercise,/exercise,BSDS3004,AI and Society,EX692,,,Laptop,Chrome,Windows,wifi,direct,66,,0,20.09,1783.2,152,1
evt_587115bc049a4c96,2025-10-02T05:04:32+08:00,S1015,sess_c7066d58ae79,30,submit_solution,Submit Solution,/exercise/submit,BSDS3004,AI and Society,EX254,,,Laptop,Edge,Android,wifi,direct,170,,0,17.17,534.3,85,1
evt_bb13912ea07b4117,2025-10-05T20:43:38+08:00,S1557,sess_0dc63fa98b55,4,view_hint,View Hint,/exercise/hints,BSDS3001,Data Analytics Foundations,,,,Laptop,Chrome,macOS,4g,direct,225,ERR_VALIDATION,0,16.83,783.2,17,0
evt_eb2db5d2fce04b6a,2025-09-29T18:21:17+08:00,S1368,sess_32ff19b90af5,27,write_reflection,Write Reflection,/reflection,BSDS3003,Blockchain and FinTech Systems,,,RF280,Laptop,Chrome,Windows,wifi,direct,297,,0,21.29,1058.7,13,0
evt_2baf953410fc472d,2025-10-05T07:02:12+08:00,S1392,sess_2bcbf1b33fef,11,view_analytics,View Analytics,/analytics/progress,BSDS3001,Data Analytics Foundations,,,,Mobile,Safari,Windows,4g,direct,150,ERR_TIMEOUT,0,38.04,1352.2,97,1
evt_949a665818914acf,2025-09-29T03:48:12+08:00,S1945,sess_f0966b7ceed9,13,start_session,Start Session,/dashboard,BSDS3003,Blockchain and FinTech Systems,,,,Mobile,Chrome,Windows,5g,direct,206,ERR_VALIDATION,0,13.38,973.9,119,1
evt_0f0e8e4c38904148,2025-10-06T02:33:26+08:00,S1390,sess_d77e799f739b,20,start_session,Start Session,/dashboard,BSDS3003,Blockchain and FinTech Systems,,,,Laptop,Chrome,Windows,ethernet,direct,190,ERR_TIMEOUT,0,23.25,535.6,87,1
evt_1e84882f74004c64,2025-09-27T00:24:26+08:00,S1792,sess_8c25b38f30ba,8,start_exercise,Start Exercise,/exercise,BSDS3001,Data Analytics Foundations,EX997,,,Tablet,Chrome,macOS,wifi,direct,83,,0,5.54,1139.8,176,2
evt_d187bb8fe0a24f4c,2025-09-30T23:16:40+08:00,S1907,sess_db90802c56aa,27,start_exercise,Start Exercise,/exercise,BSDS3001,Data Analytics Foundations,EX116,,,Laptop,Safari,Windows,ethernet,direct,184,,0,19.5,45.2,119,2
evt_3c548cdc91694ed2,2025-10-06T19:28:51+08:00,S1016,sess_fe8864ac4ab7,36,end_session,End Session,/dashboard,BSDS3002,Machine Learning Applications,,,,Laptop,Safari,Windows,ethernet,direct,139,ERR_VALIDATION,0,25.01,514.3,64,1
evt_875120c952944e55,2025-09-28T04:47:43+08:00,S1733,sess_57a1175ee7ed,36,start_exercise,Start Exercise,/exercise,BSDS3003,Blockchain and FinTech Systems,EX839,,,Desktop,Edge,Windows,wifi,direct,193,,0,19.86,723.5,284,1
evt_723f4d91216d4189,2025-10-06T19:34:52+08:00,S1627,sess_212ee44e6d21,6,view_analytics,View Analytics,/analytics/progress,BSDS3003,Blockchain and FinTech Systems,,,,Mobile,Chrome,macOS,ethernet,lms,261,,0,3.51,521.4,74,1
evt_ca312fd94e2b4817,2025-10-07T18:56:34+08:00,S1273,sess_e558047d8150,34,write_reflection,Write Reflection,/reflection,BSDS3002,Machine Learning Applications,,,RF607,Desktop,Chrome,Linux,wifi,search,92,ERR_VALIDATION,0,17.69,664.4,6,0
evt_80a4d43cb783485d,2025-10-09T02:25:16+08:00,S1439,sess_9898af9f6e4d,8,submit_solution,Submit Solution,/exercise/submit,BSDS3001,Data Analytics Foundations,EX310,,,Desktop,Chrome,Windows,wifi,direct,54,ERR_VALIDATION,0,36.96,1090.6,83,1
evt_2519c1fe3c484a5e,2025-09-30T17:46:04+08:00,S1847,sess_6369476c4864,24,edit_solution,Edit Solution,/exercise/edit,BSDS3003,Blockchain and FinTech Systems,EX175,,,Tablet,Safari,macOS,wifi,internal_link,185,,0,2.84,665.4,171,4
evt_163e1ddc996144ab,2025-10-03T20:22:15+08:00,S1358,sess_3ccdc0f38b4e,19,view_hint,View Hint,/exercise/hints,BSDS3001,Data Analytics Foundations,,,,Desktop,Safari,Windows,5g,email,199,ERR_TIMEOUT,0,17.56,1021.9,105,3
evt_ea8e56661664475e,2025-10-08T00:27:58+08:00,S1010,sess_f4e9f692c0be,8,start_exercise,Start Exercise,/exercise,BSDS3004,AI and Society,EX650,,,Desktop,Chrome,macOS,ethernet,email,118,,0,7.97,986.1,99,1
evt_8b15430294f94ea9,2025-10-02T23:38:11+08:00,S1698,sess_b601fe7d5be6,7,end_session,End Session,/dashboard,BSDS3002,Machine Learning Applications,,,,Desktop,Safari,iOS,wifi,direct,244,ERR_VALIDATION,0,17.93,887.0,91,1
evt_7b57310b9b544d36,2025-10-04T17:17:00+08:00,S1245,sess_290b07bc57ce,29,view_analytics,View Analytics,/analytics/progress,BSDS3004,AI and Society,,,,Laptop,Chrome,Windows,wifi,direct,175,ERR_500,0,10.67,924.2,15,1
evt_11ad6a6841354148,2025-09-26T02:56:01+08:00,S1988,sess_918856b615bd,40,view_analytics,View Analytics,/analytics/progress,BSDS3004,AI and Society,,,,Laptop,Chrome,Windows,wifi,direct,46,,0,26.0,741.9,40,0
evt_ab2b4d7f98dc4547,2025-09-26T20:26:03+08:00,S1454,sess_ee9852bdd93b,16,view_hint,View Hint,/exercise/hints,BSDS3001,Data Analytics Foundations,,,,Laptop,Chrome,Windows,wifi,direct,177,ERR_VALIDATION,0,35.09,1304.5,97,1
evt_ca792359d99a4e40,2025-10-09T05:04:32+08:00,S1313,sess_fee6f4c3b682,10,write_reflection,Write Reflection,/reflection,BSDS3003,Blockchain and FinTech Systems,,,RF893,Desktop,Safari,Windows,ethernet,direct,212,,0,9.71,1214.0,92,0
evt_c6152badb4524676,2025-10-05T18:38:24+08:00,S1551,sess_0684436a0c10,9,open_course,Open Course,/course/overview,BSDS3003,Blockchain and FinTech Systems,,,,Laptop,Chrome,iOS,wifi,direct,279,ERR_VALIDATION,0,6.87,535.8,58,1
evt_2283bdaff2d04f45,2025-09-25T05:34:03+08:00,S1324,sess_4858deca6d7e,32,view_hint,View Hint,/exercise/hints,BSDS3001,Data Analytics Foundations,,,,Tablet,Safari,macOS,wifi,direct,263,ERR_TIMEOUT,0,13.31,1320.6,74,0
evt_4c047dd161314027,2025-10-03T20:43:35+08:00,S1438,sess_e4878d0448ac,27,view_analytics,View Analytics,/analytics/progress,BSDS3004,AI and Society,,,,Desktop,Chrome,macOS,ethernet,email,221,,0,33.3,409.1,34,1
evt_254203016a7149c1,2025-10-07T22:54:19+08:00,S1929,sess_4adc82438ccb,36,view_analytics,View Analytics,/analytics/progress,BSDS3003,Blockchain and FinTech Systems,,,,Laptop,Chrome,Windows,wifi,lms,165,ERR_TIMEOUT,0,36.46,1160.0,24,1
evt_a234944db1d545b9,2025-09-25T01:02:47+08:00,S1410,sess_4db7edd8d2d8,7,view_hint,View Hint,/exercise/hints,BSDS3004,AI and Society,,,,Tablet,Firefox,iOS,wifi,direct,159,ERR_500,0,8.1,1060.5,37,4
evt_41cb1b5a1d53473e,2025-09-28T06:23:35+08:00,S1885,sess_2254fc5fe1a5,25,view_analytics,View Analytics,/analytics/progress,BSDS3002,Machine Learning Applications,,,,Laptop,Chrome,macOS,wifi,lms,163,,0,14.93,499.0,4,1
evt_c4720bae4b874df9,2025-09-30T16:24:51+08:00,S1415,sess_783b5ca6c89c,4,open_resource,Open Resource,/resources/article,BSDS3004,AI and Society,,RES261,,Laptop,Firefox,macOS,4g,email,40,,0,13.53,1041.3,115,1
evt_911ef2cbee1444b3,2025-09-27T05:29:19+08:00,S1166,sess_b6ead2c982e5,9,edit_solution,Edit Solution,/exercise/edit,BSDS3001,Data Analytics Foundations,EX632,,,Desktop,Chrome,macOS,wifi,direct,325,ERR_TIMEOUT,0,11.65,1015.8,155,2
evt_85c08f9ae26e43ea,2025-10-04T03:08:20+08:00,S1576,sess_3ffce2d18042,39,open_course,Open Course,/course/overview,BSDS3003,Blockchain and FinTech Systems,,,,Mobile,Safari,Linux,ethernet,direct,328,ERR_VALIDATION,0,5.53,940.1,77,1
evt_7fbf2e4217004fe3,2025-10-09T01:25:23+08:00,S1940,sess_05fec2f8855a,6,submit_solution,Submit Solution,/exercise/submit,BSDS3003,Blockchain and FinTech Systems,EX862,,,Mobile,Firefox,macOS,wifi,internal_link,312,,1,31.97,1182.0,97,0
evt_e42d8b5f1d024269,2025-10-09T03:01:25+08:00,S1383,sess_37e9d170a329,2,open_resource,Open Resource,/resources/article,BSDS3002,Machine Learning Applications,,RES724,,Laptop,Chrome,Windows,wifi,direct,204,,0,24.46,306.3,54,1
evt_3d77c04de9294ec8,2025-10-01T18:06:57+08:00,S1101,sess_0c4290d10ae4,13,edit_solution,Edit Solution,/exercise/edit,BSDS3004,AI and Society,EX567,,,Desktop,Chrome,macOS,wifi,internal_link,219,ERR_TIMEOUT,0,3.56,1415.2,249,3
evt_7b6ecb3eafb04229,2025-09-26T19:23:38+08:00,S1410,sess_4db7edd8d2d8,7,open_course,Open Course,/course/overview,BSDS3004,AI and Society,,,,Laptop,Chrome,Windows,wifi,internal_link,196,ERR_500,0,38.32,1221.9,64,0
evt_380eff549e884a69,2025-09-29T02:16:15+08:00,S1475,sess_d6fe2ef3ab7a,17,open_resource,Open Resource,/resources/article,BSDS3004,AI and Society,,RES329,,Tablet,Chrome,Linux,wifi,direct,396,,0,9.23,1839.6,67,0
evt_694632df1ca843c7,2025-10-06T02:06:49+08:00,S1376,sess_922c4fd78cff,21,open_resource,Open Resource,/resources/article,BSDS3004,AI and Society,,RES205,,Tablet,Firefox,Linux,4g,internal_link,178,ERR_VALIDATION,0,9.09,1240.2,101,0
evt_999cdc212dbb41cf,2025-09-27T05:17:20+08:00,S1517,sess_47a9804a3587,20,start_exercise,Start Exercise,/exercise,BSDS3002,Machine Learning Applications,EX298,,,Laptop,Safari,Windows,wifi,lms,49,,0,26.07,357.4,595,0
evt_336dcffe6e934036,2025-09-26T21:37:50+08:00,S1403,sess_a33f2659f926,29,view_analytics,View Analytics,/analytics/progress,BSDS3002,Machine Learning Applications,,,,Laptop,Safari,macOS,wifi,direct,54,,0,33.12,5.6,36,0
evt_708b05959fb24be1,2025-10-08T16:18:28+08:00,S1472,sess_f18b6b3723ea,15,view_analytics,View Analytics,/analytics/progress,BSDS3002,Machine Learning Applications,,,,Laptop,Chrome,macOS,wifi,internal_link,150,ERR_TIMEOUT,0,24.25,785.3,41,0
evt_885f8ab9070b4134,2025-09-30T20:58:42+08:00,S1448,sess_2cea7b0fbd47,19,open_course,Open Course,/course/overview,BSDS3003,Blockchain and FinTech Systems,,,,Laptop,Chrome,iOS,4g,lms,142,ERR_TIMEOUT,0,10.62,1247.0,108,0
evt_3225fa164f974635,2025-09-26T03:24:12+08:00,S1588,sess_96e064b50379,37,open_course,Open Course,/course/overview,BSDS3001,Data Analytics Foundations,,,,Desktop,Chrome,Windows,wifi,direct,155,,0,20.64,1283.4,56,0
evt_752f57964e8a4972,2025-10-08T16:57:19+08:00,S1406,sess_5dc4383c5f21,36,open_course,Open Course,/course/overview,BSDS3001,Data Analytics Foundations,,,,Laptop,Firefox,Android,5g,direct,154,ERR_500,0,30.06,1203.8,85,0
evt_73d1416eeceb4403,2025-10-04T23:57:01+08:00,S1817,sess_3ab27e7281d3,2,start_exercise,Start Exercise,/exercise,BSDS3003,Blockchain and FinTech Systems,EX667,,,Laptop,Firefox,macOS,wifi,direct,108,,0,16.5,187.3,257,0
evt_33f0d03d2ba849cc,2025-10-07T22:23:49+08:00,S1390,sess_d77e799f739b,9,edit_solution,Edit Solution,/exercise/edit,BSDS3001,Data Analytics Foundations,EX898,,,Laptop,Safari,macOS,wifi,direct,101,ERR_TIMEOUT,0,14.94,141.9,289,4
evt_6b49273dbaef430d,2025-10-06T06:09:43+08:00,S1605,sess_235fd8bb9d1f,1,end_session,End Session,/dashboard,BSDS3004,AI and Society,,,,Laptop,Safari,Windows,ethernet,search,136,ERR_VALIDATION,0,18.44,759.9,90,0
evt_dacf0547c962462b,2025-10-08T20:04:31+08:00,S1520,sess_d04751209f97,15,write_reflection,Write Reflection,/reflection,BSDS3004,AI and Society,,,RF987,Desktop,Chrome,macOS,wifi,direct,199,,0,8.46,129.4,104,1
evt_34eb2dd4bcf4418c,2025-10-05T20:22:19+08:00,S1181,sess_2b0d5b0a5f9a,39,start_session,Start Session,/dashboard,BSDS3002,Machine Learning Applications,,,,Desktop,Firefox,Windows,5g,internal_link,161,ERR_500,0,29.86,399.5,1,0
evt_ff70f161b591483a,2025-10-02T23:30:32+08:00,S1805,sess_08dd9f9bd644,26,submit_solution,Submit Solution,/exercise/submit,BSDS3002,Machine Learning Applications,EX970,,,Tablet,Edge,Windows,4g,search,207,,1,26.2,594.5,104,1
evt_1118f76387f0485e,2025-10-02T16:10:18+08:00,S1976,sess_14cefe8f1c16,12,open_resource,Open Resource,/resources/article,BSDS3002,Machine Learning Applications,,RES132,,Laptop,Chrome,macOS,wifi,direct,219,ERR_VALIDATION,0,25.95,1222.1,110,0
